split,label,internal_label,f1_score
val,NORM,Normal,0.8095238095238095
val,AMI,Anterior,0.7731958762886598
val,IMI,Inferior,0.7169811320754716
val,Lateral-involved MI,Lateral,0.6146341463414634
test,NORM,Normal,0.6714285714285714
test,AMI,Anterior,0.8439306358381503
test,IMI,Inferior,0.7433628318584071
test,Lateral-involved MI,Lateral,0.1651376146788991
