split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.650199906564898,0.8030371823534276,0.763771596597797,0.9350894149600033,0.7731692494682467
test,0.6539750543186625,0.7971083751294512,0.7706889062441091,0.9397268415504368,0.768371456797629
