strategy,avg_test_main_macro_f1,std_test_main_macro_f1,avg_test_main_micro_f1,std_test_main_micro_f1,avg_test_main_weighted_f1,std_test_main_weighted_f1,avg_test_accuracy,std_test_accuracy,avg_test_balanced_accuracy,std_test_balanced_accuracy,avg_test_macro_auc,std_test_macro_auc,avg_test_loss,std_test_loss,best_fold_for_strategy
full_finetune,0.8682707444792912,0.01689093581883581,0.8725838264299803,0.015060046681515647,0.8700882831151521,0.015633161590187204,0.8725838264299803,0.015060046681515647,0.8664176632152809,0.015894012978731095,0.9714621901055468,0.004170541907345118,0.6530043514992829,0.07974420476731982,1
partial_finetune,0.7935105700176794,0.07580192583844683,0.7976331360946746,0.06408890766380802,0.7960038304459935,0.06647332550190993,0.7976331360946746,0.06408890766380802,0.775702663777204,0.07532903689472958,0.9641717549908229,0.013543236812536684,0.6297622983742512,0.17125086100692993,4
no_pretrain,0.693274385584903,0.09042489393689639,0.7313609467455622,0.06160985592034258,0.7209967254749456,0.07395219312705721,0.7313609467455622,0.06160985592034258,0.6840720672430258,0.07727811667235188,0.9302362799286492,0.021899713314236045,1.077566296861487,0.24094480888948241,5
frozen_backbone,0.6516574175845726,0.10187328842348284,0.7108481262327416,0.06080263564759537,0.6847940563543058,0.08247029090893436,0.7108481262327416,0.06080263564759537,0.6515040768875333,0.07950458711287099,0.9340494353412817,0.02883803457800497,0.6054090493529506,0.087839862921218,1
