split,label,internal_label,f1_score
val,NORM,Normal,0.9799196787148594
val,AMI,Anterior,0.9818181818181818
val,IMI,Inferior,0.9738562091503268
val,Lateral-involved MI,Lateral,0.9618320610687023
test,NORM,Normal,0.8669201520912547
test,AMI,Anterior,0.7301587301587301
test,IMI,Inferior,0.6936936936936937
test,Lateral-involved MI,Lateral,0.4406779661016949
