split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.9743565326880176,0.9735234215885947,0.973431805155877,0.9735234215885947,0.11534202280938019
test,0.6828626355113434,0.7159763313609467,0.7064268343758333,0.7159763313609467,0.8271555902924999
