,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08335844,0.08335164,0.08335385,0.08331773,0.08332575,0.083281726,0.083266914,0.08324025,0.08325437,0.083339795,0.08345106,0.08345853
AMI,0.0073341196,0.0073390026,0.0073246714,0.0073350742,0.0073283664,0.007322621,0.23533595,0.23534386,0.23541287,0.23527204,0.007326004,0.0073254295
IMI,0.0060370294,0.006031747,0.31542453,0.31500223,0.31525642,0.006046707,0.006029589,0.006027632,0.0060302154,0.0060357205,0.006039243,0.006039021
Lateral-involved MI,0.14668559,0.14668989,0.06157524,0.061587203,0.06158895,1.00383886e-07,0.06167752,0.061667513,0.061635356,0.04359885,0.14666118,0.14663257
