split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.6984010428729327,0.8440446441320573,0.757768413822822,0.946570659838296,0.8292312367061684
test,0.6962999488623964,0.8353363708087067,0.7658017941603195,0.949639916548186,0.8190971958355499
