split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.6659263600117515,0.6557124145683342,0.6900270764748578,0.8843715479237215,0.673469387755102
test,0.5033359217360036,0.5664986577372484,0.5166173733433788,0.7860877778382386,0.5956607495069034
