split,label,internal_label,f1_score
val,NORM,Normal,0.7750865051903114
val,AMI,Anterior,0.7386363636363636
val,IMI,Inferior,0.6624203821656051
val,Lateral-involved MI,Lateral,0.48756218905472637
test,NORM,Normal,0.7131367292225201
test,AMI,Anterior,0.60431654676259
test,IMI,Inferior,0.6958904109589041
test,Lateral-involved MI,Lateral,0.0
