,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08335935,0.08334543,0.083361164,0.08331222,0.083328635,0.08327875,0.08326048,0.08324127,0.083258174,0.0833444,0.08345263,0.083457515
AMI,0.0073354067,0.007339628,0.007326001,0.007334814,0.0073289797,0.007321755,0.23530932,0.23532605,0.23541737,0.23530577,0.007327633,0.0073271305
IMI,0.006037491,0.006032772,0.31539574,0.315038,0.31525242,0.006045466,0.0060290582,0.006026974,0.0060296874,0.006035133,0.0060386136,0.006038808
Lateral-involved MI,0.14668949,0.14668706,0.06157661,0.061582785,0.061588172,1.0037885e-07,0.061672743,0.06166437,0.061635394,0.043601166,0.14666739,0.14663476
