split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.9945393661606272,0.9938826355485629,0.994613027577345,0.9977522473422712,0.9938900203665988
test,0.9072568970880663,0.9134322011233575,0.908624364610851,0.9714859201292554,0.9151873767258383
