,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.50045663,0.48205814,0.5459719,0.46774697,0.47325972,0.5467795,0.48959157,0.51671034,0.470659,0.50479406,0.53446615,0.523516
AMI,0.46858668,0.46384135,0.4933803,0.49024245,0.48725164,0.46955094,0.49775591,0.4673399,0.49019048,0.47946414,0.51241094,0.5217319
IMI,0.53952074,0.5361127,0.45979297,0.4939332,0.48950055,0.47414333,0.45927167,0.4827768,0.52565694,0.48722723,0.48562318,0.49340308
Lateral-involved MI,0.48651922,0.47687653,0.46319032,0.5311847,0.53062624,0.46400657,0.5319831,0.51290786,0.5091566,0.5159827,0.45753357,0.46127406
