split,label,internal_label,f1_score
val,NORM,Normal,0.9960159362549801
val,AMI,Anterior,1.0
val,IMI,Inferior,0.9933774834437086
val,Lateral-involved MI,Lateral,0.9887640449438202
test,NORM,Normal,0.9407665505226481
test,AMI,Anterior,0.8470588235294118
test,IMI,Inferior,0.9272237196765498
test,Lateral-involved MI,Lateral,0.9139784946236559
