,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08341013,0.08335163,0.083429724,0.083301455,0.08339276,0.083213516,0.08323335,0.08329482,0.08332968,0.08333396,0.083342336,0.08336672
AMI,0.00732392,0.00732209,0.0073300283,0.007326116,0.0073293173,0.0073321885,0.23538068,0.23536614,0.23529968,0.23532763,0.0073338593,0.007328137
IMI,0.006045588,0.0060442965,0.31533352,0.31512797,0.31520694,0.006026928,0.0060256645,0.006032444,0.0060380376,0.0060389917,0.006038611,0.0060409335
Lateral-involved MI,0.14676923,0.14674042,0.061575506,0.06152463,0.061556604,1.0012311e-07,0.061504442,0.06152294,0.061562575,0.04361939,0.14683011,0.1467942
