split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.9601949981593602,0.9551036331495464,0.9583533943187289,0.9973232088031925,0.9551020408163265
test,0.5678486036982092,0.6213468849024104,0.5777472534022526,0.8713008405361142,0.6568047337278107
