,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.5064136,0.48876482,0.5079724,0.49171865,0.5222032,0.5188704,0.5002169,0.47762215,0.49649227,0.4971752,0.53223747,0.53184944
AMI,0.48301074,0.48129666,0.487171,0.49188587,0.47874215,0.48724905,0.5062655,0.48633045,0.50361437,0.5072286,0.4895607,0.47469637
IMI,0.4922472,0.52130646,0.48154753,0.49457946,0.4835931,0.4815597,0.48307043,0.51602894,0.49085075,0.5016567,0.4745044,0.4816993
Lateral-involved MI,0.50191957,0.49251917,0.49345154,0.52460384,0.51791346,0.48913178,0.50400317,0.5066745,0.5083948,0.49813658,0.48066446,0.48751646
