split,macro_f1,micro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy,loss
val,0.7285837410573511,0.726530612244898,0.7217039692111962,0.7405884381529415,0.9395656139270014,0.726530612244898,0.627336826616404
test,0.6059649134510069,0.6785009861932939,0.6456571174701823,0.6095424543640854,0.9268562368406478,0.6785009861932939,0.6371792812319197
