,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.083358906,0.08335513,0.08335183,0.08332131,0.08332672,0.08327969,0.08326809,0.08324339,0.08325674,0.08333889,0.083445884,0.0834534
AMI,0.0073347497,0.00733911,0.0073254323,0.00733454,0.007328533,0.0073219435,0.23531803,0.23533271,0.23541616,0.23529547,0.0073270095,0.0073263803
IMI,0.006037047,0.006031148,0.3154589,0.31496385,0.3152595,0.006047069,0.0060293595,0.0060274624,0.006030235,0.0060362667,0.006040088,0.006039546
Lateral-involved MI,0.1466858,0.14669432,0.06157265,0.061586414,0.06158757,1.0037772e-07,0.061678685,0.061671183,0.061639216,0.04360016,0.14665738,0.14662659
