split,label,internal_label,f1_score
val,NORM,Normal,0.8769230769230769
val,AMI,Anterior,0.6826347305389222
val,IMI,Inferior,0.7382920110192838
val,Lateral-involved MI,Lateral,0.46875
test,NORM,Normal,0.78419452887538
test,AMI,Anterior,0.562962962962963
test,IMI,Inferior,0.6904761904761905
test,Lateral-involved MI,Lateral,0.0
