,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.48433933,0.48392776,0.49596137,0.4902449,0.49372023,0.5111452,0.48652694,0.5112046,0.49035472,0.50271624,0.5198799,0.51577735
AMI,0.49437487,0.4816984,0.4855495,0.48445025,0.5119784,0.48605245,0.48610517,0.5032388,0.50272614,0.50554705,0.49548566,0.49119818
IMI,0.4999039,0.5169285,0.49912006,0.4912111,0.49202725,0.49955234,0.51134294,0.4812382,0.5080297,0.5100117,0.49465367,0.47874165
Lateral-involved MI,0.50910556,0.49664658,0.49233705,0.5126339,0.49623108,0.49022117,0.4964422,0.51103115,0.49483877,0.49464294,0.4841239,0.5142117
