,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08335936,0.083345234,0.08336145,0.08331206,0.08332889,0.083279096,0.08326034,0.0832415,0.08325851,0.083344474,0.08345218,0.08345695
AMI,0.0073354845,0.007339698,0.0073261126,0.007334887,0.00732906,0.0073218374,0.23530954,0.23532517,0.23541647,0.23530674,0.0073277554,0.0073272604
IMI,0.006037495,0.0060328334,0.31539315,0.31504068,0.31525216,0.006045434,0.006029135,0.0060270303,0.0060297116,0.0060351305,0.006038593,0.0060388166
Lateral-involved MI,0.14668967,0.14668754,0.061576713,0.06158316,0.061588358,1.00378266e-07,0.06167217,0.0616636,0.061634686,0.04360089,0.14666787,0.1466355
