split,label,internal_label,f1_score
val,NORM,Normal,0.9411764705882353
val,AMI,Anterior,0.9132947976878613
val,IMI,Inferior,0.9433962264150944
val,Lateral-involved MI,Lateral,0.9163346613545816
test,NORM,Normal,0.8962962962962963
test,AMI,Anterior,0.8520710059171598
test,IMI,Inferior,0.765375854214123
test,Lateral-involved MI,Lateral,0.4117647058823529
