split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.8025558035859586,0.8020408163265306,0.8011841115657206,0.8020408163265306,0.4943586389629208
test,0.7514676262450661,0.7652859960552268,0.7625278502720454,0.7652859960552268,0.5218904913059588
