,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08335951,0.083344884,0.08336167,0.08331147,0.08332889,0.083280146,0.083260395,0.08324232,0.083259545,0.083344676,0.08345096,0.08345545
AMI,0.0073353904,0.007339623,0.0073261596,0.007334886,0.0073290863,0.0073220106,0.23530972,0.23532586,0.23541538,0.23530683,0.0073277997,0.007327282
IMI,0.0060374946,0.0060328976,0.31539097,0.31504285,0.3152514,0.006045454,0.006029319,0.0060271923,0.006029818,0.006035191,0.006038649,0.0060388558
Lateral-involved MI,0.14669047,0.14668885,0.061575968,0.061582617,0.061587606,1.003725e-07,0.061670557,0.061662123,0.061633676,0.04360068,0.14666918,0.14663793
