split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.9743703477908618,0.9713837435727106,0.9734113509580402,0.999566667203289,0.9714285714285714
test,0.5830917163907331,0.6388773547067392,0.5921814947976769,0.8896008557922342,0.6706114398422091
