split,macro_f1,micro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy,loss
val,0.9771611284593777,0.9755102040816327,0.975579879778033,0.9756911693810392,0.9979261556321167,0.9755102040816327,0.11378154021744825
test,0.7774924786337258,0.796844181459566,0.7947958435344935,0.7586432173172539,0.9523327365749438,0.796844181459566,0.8535915864760119
