split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.9957478335896763,0.9959183673469387,0.9959127064027181,0.9959183673469387,0.013916143040856992
test,0.8815308746484226,0.8875739644970414,0.885604672695397,0.8875739644970414,0.7334443589404255
