split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.6538336792942397,0.6412579562182942,0.6837930466512936,0.8809911671459034,0.6653061224489796
test,0.536135715249442,0.5926853782400325,0.5517007686658973,0.7718775197714105,0.6153846153846154
