,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.4913885,0.48949173,0.5157009,0.48704445,0.4993356,0.51520973,0.500525,0.49534628,0.48569357,0.48843434,0.5114612,0.51198274
AMI,0.48571202,0.4871919,0.4908958,0.5105735,0.49656042,0.4860877,0.5100247,0.48619768,0.50864637,0.5091095,0.5053259,0.48852715
IMI,0.51358026,0.5138616,0.4852637,0.5015214,0.49071786,0.5013713,0.48557273,0.51317024,0.510172,0.49139926,0.4866141,0.5066712
Lateral-involved MI,0.50192434,0.49812248,0.48675165,0.5133016,0.5118525,0.485557,0.5085165,0.493461,0.5085487,0.5102687,0.48942447,0.4879298
