split,label,internal_label,f1_score
val,NORM,Normal,1.0
val,AMI,Anterior,1.0
val,IMI,Inferior,0.9966777408637874
val,Lateral-involved MI,Lateral,0.9962825278810409
test,NORM,Normal,0.8978102189781022
test,AMI,Anterior,0.872093023255814
test,IMI,Inferior,0.8923884514435696
test,Lateral-involved MI,Lateral,0.9090909090909091
