split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_NORM,sensitivity_NORM,specificity_NORM,auc_NORM,f1_AMI,sensitivity_AMI,specificity_AMI,auc_AMI,f1_IMI,sensitivity_IMI,specificity_IMI,auc_IMI,f1_Lateral-involved MI,sensitivity_Lateral-involved MI,specificity_Lateral-involved MI,auc_Lateral-involved MI,macro_auc,loss
val,0.8913704041324825,0.7226793677722448,0.7432852969174696,0.8913704041324825,0.8877957714327501,0.9492206646407215,0.9632908873855949,0.7856683804627249,0.9648719812501981,0.5968992248062015,0.5563583815028902,0.9829217447081462,0.9386335217476743,0.6307550644567219,0.5824829931972789,0.9740573907240574,0.9408514949189553,0.7962662337662337,0.7885852090032154,0.9799496644295302,0.9752797656941238,0.9549091909027378,0.35354603156707765
test,0.8788661752412797,0.696666647614283,0.7280243104237294,0.8788661752412797,0.8737659042536582,0.941649307682882,0.9640706543556804,0.7394366197183099,0.9580811736021194,0.6257378984651711,0.5744219653179191,0.9854816716130584,0.9631082705742003,0.5832974601808006,0.5398406374501992,0.9671959005376344,0.92202854408977,0.7614125753660638,0.7083333333333334,0.9840483586600621,0.9705973432901929,0.9534538328890706,0.379596996398191
