,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.48864558,0.48554716,0.52260274,0.48308012,0.5017429,0.52277637,0.49517673,0.49736577,0.48023507,0.48498708,0.5203157,0.5194237
AMI,0.4803866,0.48315442,0.4850878,0.5149908,0.4928298,0.4811893,0.51429015,0.48116535,0.51381797,0.51182735,0.5005079,0.47916973
IMI,0.5180179,0.5187685,0.48023617,0.5085137,0.488976,0.50097096,0.48063946,0.51743835,0.51559633,0.49135748,0.48370716,0.50838816
Lateral-involved MI,0.5034282,0.49673486,0.48048407,0.5163845,0.5116249,0.4801574,0.51268065,0.49318436,0.50849307,0.51372486,0.48135334,0.48173624
