split,label,internal_label,f1_score
val,NORM,Normal,0.9879518072289156
val,AMI,Anterior,0.9333333333333333
val,IMI,Inferior,0.9493670886075949
val,Lateral-involved MI,Lateral,0.9126984126984127
test,NORM,Normal,0.8698884758364313
test,AMI,Anterior,0.8098159509202454
test,IMI,Inferior,0.7546296296296297
test,Lateral-involved MI,Lateral,0.4533333333333333
