split,macro_f1,micro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy,loss
val,0.9963334927466921,0.9959183673469387,0.995915114013085,0.9959677419354839,0.9999902678293366,0.9959183673469387,0.00995473176483255
test,0.8640522277035259,0.8698224852071006,0.8696972775918635,0.8695749528723246,0.9750298029412108,0.8698224852071006,0.7064016092223293
