split,label,internal_label,f1_score
val,NORM,Normal,0.7955390334572491
val,AMI,Anterior,0.7159090909090909
val,IMI,Inferior,0.6685878962536023
val,Lateral-involved MI,Lateral,0.4148936170212766
test,NORM,Normal,0.6614583333333334
test,AMI,Anterior,0.6620689655172414
test,IMI,Inferior,0.7855153203342619
test,Lateral-involved MI,Lateral,0.0
