split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.9925561648227164,0.9918367346938776,0.9918430159915784,0.9918367346938776,0.03020579250415369
test,0.8386492159371273,0.8461538461538461,0.8426894791298362,0.8461538461538461,0.7424700509396766
