,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08331038,0.083329275,0.08332967,0.08336769,0.083331585,0.08331719,0.08334206,0.08326678,0.083230555,0.08329325,0.08343387,0.08344787
AMI,0.007330184,0.0073356815,0.0073245475,0.0073339283,0.0073274644,0.007324978,0.23541601,0.2352922,0.23533635,0.23532127,0.007330025,0.0073275724
IMI,0.0060338927,0.0060276156,0.31542227,0.31497,0.31528702,0.006052844,0.006034503,0.0060304725,0.0060313954,0.0060353153,0.006037873,0.0060367794
Lateral-involved MI,0.14670493,0.14668627,0.061577354,0.06157833,0.061584156,1.0041213e-07,0.06167383,0.06165635,0.061621513,0.043593615,0.14667316,0.14665043
