split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.6369421862566512,0.6273110248872028,0.6696163333443159,0.8571851476595825,0.6496945010183299
test,0.5671673440727506,0.6203615401001278,0.6021262886597938,0.7749548307113504,0.6548323471400395
