,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.49925599,0.49967608,0.50136244,0.49993682,0.5005266,0.50126445,0.49938443,0.49879366,0.49893576,0.49956688,0.5014468,0.5015074
AMI,0.49897584,0.49868396,0.49933034,0.50022435,0.49885678,0.49873376,0.49988165,0.49839857,0.49887174,0.50048155,0.5011144,0.49947757
IMI,0.4998952,0.50011504,0.49842378,0.49942026,0.49853754,0.4990232,0.49894306,0.50115436,0.50018007,0.5003245,0.49840823,0.49898094
Lateral-involved MI,0.4992243,0.5005882,0.49912202,0.49961227,0.5008585,0.49952182,0.5009102,0.501213,0.5013135,0.50098336,0.49850768,0.4984751
