split,label,internal_label,f1_score
val,NORM,Normal,1.0
val,AMI,Anterior,1.0
val,IMI,Inferior,1.0
val,Lateral-involved MI,Lateral,1.0
test,NORM,Normal,0.9057971014492754
test,AMI,Anterior,0.8520710059171598
test,IMI,Inferior,0.9086161879895561
test,Lateral-involved MI,Lateral,0.9139784946236559
