split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_Normal,sensitivity_Normal,specificity_Normal,auc_Normal,f1_Anterior,sensitivity_Anterior,specificity_Anterior,auc_Anterior,f1_Inferior,sensitivity_Inferior,specificity_Inferior,auc_Inferior,f1_Lateral,sensitivity_Lateral,specificity_Lateral,auc_Lateral,macro_auc,loss
val,0.9714285714285714,0.9734113509580402,0.9743703477908618,0.9714285714285714,0.9713837435727106,0.991869918699187,0.9838709677419355,1.0,0.9999118632117046,0.9938650306748467,1.0,0.9975550122249389,0.99990944489722,0.9589905362776026,1.0,0.9615384615384616,0.999182497664279,0.952755905511811,0.9097744360902256,1.0,0.9992628630399528,0.999566667203289,0.2086041960181022
test,0.6706114398422091,0.5921814947976769,0.5830917163907331,0.6706114398422091,0.6388773547067392,0.8835616438356164,0.9148936170212766,0.9398907103825137,0.9892648141688951,0.7730061349693251,0.6494845360824743,0.9926829268292683,0.9448076439527281,0.6757990867579908,0.8043478260869565,0.6718266253869969,0.851763359806165,0.0,0.0,0.9146919431279621,0.7725676052411486,0.8896008557922342,1.1590928552301207
