,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.50449675,0.4929881,0.5063868,0.4915698,0.5243526,0.5184402,0.49865252,0.47673813,0.5004753,0.48741102,0.5345626,0.53186893
AMI,0.481258,0.48275512,0.49229312,0.48906037,0.4815944,0.49073958,0.5029057,0.4873503,0.50566906,0.5080059,0.48596582,0.47494212
IMI,0.4991954,0.5210892,0.48107684,0.49925873,0.48330688,0.48018768,0.48079762,0.5216769,0.495021,0.5058164,0.47836885,0.49395096
Lateral-involved MI,0.49681965,0.48764268,0.4837385,0.51492673,0.5155785,0.486318,0.5009613,0.5037258,0.5110166,0.49668273,0.47602853,0.48446393
