split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,1.0,1.0,1.0,1.0,1.0
test,0.8945672223918136,0.906763753084739,0.8973619663063066,0.9643002450710704,0.9092702169625246
