split,label,internal_label,f1_score
val,NORM,Normal,0.9836065573770492
val,AMI,Anterior,0.9876543209876543
val,IMI,Inferior,0.9681528662420382
val,Lateral-involved MI,Lateral,0.9692307692307692
test,NORM,Normal,0.9485294117647058
test,AMI,Anterior,0.8333333333333334
test,IMI,Inferior,0.762589928057554
test,Lateral-involved MI,Lateral,0.5655172413793104
