split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.6469159246552791,0.6436393516268771,0.6772558823881687,0.8675394604570985,0.6632653061224489
test,0.544943658648931,0.5992090040862578,0.5644228568431292,0.7726289430824327,0.6232741617357002
