split,label,internal_label,f1_score
val,NORM,Normal,0.959349593495935
val,AMI,Anterior,0.9411764705882353
val,IMI,Inferior,0.9433962264150944
val,Lateral-involved MI,Lateral,0.9024390243902439
test,NORM,Normal,0.7642276422764228
test,AMI,Anterior,0.7513812154696132
test,IMI,Inferior,0.7587822014051522
test,Lateral-involved MI,Lateral,0.8875
