split,macro_f1,micro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy,loss
val,0.9488033833065171,0.9469387755102041,0.9462000026632555,0.9497818367838229,0.9976479135403082,0.9469387755102041,0.17098584686006818
test,0.773395796563763,0.7712031558185405,0.7732307962337109,0.7628211037459607,0.9597661210770891,0.7712031558185405,0.6196592180921716
