split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_NORM,sensitivity_NORM,specificity_NORM,auc_NORM,f1_AMI,sensitivity_AMI,specificity_AMI,auc_AMI,f1_IMI,sensitivity_IMI,specificity_IMI,auc_IMI,f1_Lateral-involved MI,sensitivity_Lateral-involved MI,specificity_Lateral-involved MI,auc_Lateral-involved MI,macro_auc,loss
val,0.8895472500759648,0.7345009630148177,0.7480829403064058,0.8895472500759648,0.8872459163135059,0.946969323945049,0.9566255471547951,0.7940231362467867,0.9623931296333617,0.61698956780924,0.5982658959537572,0.9810776138550352,0.9487855107579707,0.6335740072202166,0.5969387755102041,0.9718051384718052,0.9383731804366726,0.7947988622511174,0.7861736334405145,0.9799496644295302,0.9732766608580246,0.9557071204215074,0.3641317661775803
test,0.8757504369632951,0.6955977117992311,0.7197642222324138,0.8757504369632951,0.871229777404302,0.9403246065561658,0.9579486150140506,0.7519561815336463,0.9497112688621132,0.5908733280881195,0.5426300578034682,0.9836769070345712,0.9442105482172356,0.58656330749354,0.5426294820717131,0.9675739247311828,0.9279295285256822,0.76129564679183,0.7391826923076923,0.978759130215767,0.9638535921600159,0.9464262344412617,0.4151502483233428
