epoch,train_loss,val_loss,train_macro_f1,val_macro_f1,learning_rate
1,0.6659241213554401,0.532718946323573,0.3432212510945052,0.46596380731294473,0.0001
2,0.5236034846293224,0.45813216346442537,0.4799678626654,0.5510834585099843,0.0001
3,0.47577585243552495,0.4416013539009491,0.5351698588875429,0.5544893108302912,0.0001
4,0.45273712822475526,0.4129725810863696,0.5510918332634566,0.5967146869438997,0.0001
5,0.43661046174466334,0.41164644918849097,0.5683528963253255,0.5574057026538792,0.0001
6,0.4240925709497776,0.403557036829299,0.5817479994171284,0.5814653853061881,0.0001
7,0.4122737531493451,0.39739967945004373,0.5962981773193183,0.6000541712907783,0.0001
8,0.40309916767812703,0.3939888475695413,0.6043433588838111,0.614511133807156,0.0001
9,0.3948387150154108,0.38408335775988184,0.6160444929093862,0.6220074143389517,0.0001
10,0.38874831342551974,0.39449197653396917,0.6252106166442668,0.6208737312927534,0.0001
11,0.38149263376888015,0.4006616347731156,0.6335704763592054,0.6421598418824834,0.0001
12,0.37513438075516164,0.37537892499898423,0.6425329917430089,0.6315497945323025,0.0001
13,0.3624727607205376,0.3889446505827903,0.6584757317968337,0.6218178561009077,0.0001
14,0.3430344534866919,0.3514405262586611,0.6859408276494294,0.6569980932547221,0.0001
15,0.32390791378525496,0.34082257379988556,0.7083692393111742,0.6750366318018762,0.0001
16,0.31111165242158495,0.3423208385361831,0.7262744239971013,0.6964580206643783,0.0001
17,0.3013957547655629,0.34177660669387744,0.7358951685193332,0.6850331709134675,0.0001
18,0.2928397262717016,0.33219740971519895,0.7473309424758691,0.701210114145616,0.0001
19,0.28560909009779006,0.36186618555084765,0.7536337927147903,0.699121621216287,0.0001
20,0.27827402767043696,0.35484526876673733,0.7622101731520099,0.6858355222626921,0.0001
21,0.27128677876062024,0.3537982943589765,0.7688035963807346,0.716567308071065,0.0001
22,0.26462208723175884,0.3304576508076004,0.7804700755556515,0.7125892536075766,0.0001
23,0.25953147845722385,0.35835021249531107,0.7848418394278364,0.7125024215207592,0.0001
24,0.2546156721512933,0.33564436926065844,0.790681477671949,0.7148586259878947,0.0001
25,0.24798449618601023,0.3280348071267597,0.7984752278242386,0.7256061884194334,0.0001
26,0.24351537618736585,0.35827349958784566,0.8029790248602586,0.7046372378243282,0.0001
27,0.23852838161346807,0.33280501331238627,0.8077384809909414,0.7224310647872201,0.0001
28,0.23374828386267604,0.3442454529313223,0.8126113928134439,0.7126256103447188,0.0001
29,0.22983760512263776,0.3378038863028592,0.8183608050982252,0.7307610227304924,0.0001
30,0.22542483310256817,0.3389909292719251,0.8231633031686431,0.7257043285736351,0.0001
31,0.2205912787572504,0.3682916223169713,0.8270972889900133,0.7163343644127189,0.0001
32,0.21669642026481523,0.33905031916350625,0.8310569076179528,0.7438831783627052,0.0001
33,0.21209807306607953,0.36617182353435046,0.8345436394276615,0.7355033726273237,0.0001
34,0.20735323786106938,0.35235573653334346,0.8391475287977983,0.7302848664456805,0.0001
35,0.20491364178206953,0.35378793144637655,0.8415070448537586,0.7313575102110287,0.0001
36,0.20053155402448997,0.3594156002874289,0.8463550998111065,0.7409594530915817,0.0001
37,0.19541231934127903,0.36075271292728556,0.8512916563394692,0.7325746508024751,0.0001
38,0.19364947263260937,0.39023088916244203,0.8538083698473202,0.7337606882628013,5e-05
39,0.17917328005641667,0.3641317661775803,0.8653918793664919,0.7480829403064058,5e-05
40,0.17675503687832253,0.3756173033707593,0.8647279276109253,0.7362286127231186,5e-05
41,0.17444746125560884,0.3676116783019077,0.869223242182388,0.742413066775976,5e-05
42,0.17208698085018492,0.38531178539600175,0.8730673755161961,0.7372506050909367,5e-05
43,0.1701797489421623,0.37222800721688604,0.8753993890694606,0.7426717131677888,5e-05
44,0.16865172578613247,0.3824065089994372,0.8768783633369861,0.7388015260628477,5e-05
45,0.1663842579912155,0.37620564358180436,0.8777100812284139,0.7439745887102303,2.5e-05
46,0.15862219464814153,0.3866074356431296,0.8858385402847178,0.7413943928004886,2.5e-05
47,0.15827202614475466,0.38203538160299105,0.8852298621641006,0.7391657851764912,2.5e-05
48,0.15669300050117635,0.3911481161226313,0.8855411445235037,0.7407190119580815,2.5e-05
49,0.15545807372356557,0.3916794402777823,0.8883449369063682,0.7429252684974137,2.5e-05
50,0.153955145079447,0.39415204361198847,0.8894053844109947,0.7382864457575282,2.5e-05
