split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.9892342799962992,0.9877551020408163,0.9877724932109451,0.9877551020408163,0.06360978497838488
test,0.8737910908965996,0.8757396449704142,0.8733602526696541,0.8757396449704142,0.6589467873469848
