,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.083296664,0.083328046,0.08332171,0.08335202,0.08332636,0.083317816,0.08335203,0.08329569,0.08325528,0.0833007,0.083423376,0.08343059
AMI,0.0073300786,0.007336798,0.007321906,0.0073368126,0.007326849,0.0073271855,0.2354963,0.23536526,0.2353365,0.23517276,0.0073247417,0.0073244376
IMI,0.006034225,0.0060278205,0.3154448,0.3149524,0.31528425,0.0060519245,0.006033045,0.006029777,0.006031552,0.0060356553,0.006037583,0.006036509
Lateral-involved MI,0.1467104,0.14665805,0.061586175,0.061569087,0.061586518,1.0037987e-07,0.0616668,0.06165349,0.06162115,0.043595683,0.14668463,0.14666803
