split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.9169078150572476,0.9142857142857143,0.9143158213612143,0.9142857142857143,0.2332094665692777
test,0.6676109383599182,0.7396449704142012,0.7159404202455184,0.7396449704142012,0.6234998724752159
