split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.9732196489993746,0.9712651762366754,0.9736119402985075,0.9978522154636377,0.9714867617107943
test,0.5710589036431732,0.62553035171877,0.5710205327255214,0.8924367226073427,0.6489151873767258
