,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.50540835,0.49577802,0.500917,0.49373204,0.5202764,0.51890904,0.5011881,0.4779747,0.5077325,0.49758995,0.5330694,0.53339
AMI,0.48291653,0.4815043,0.49137035,0.49416295,0.48176685,0.48492283,0.50739855,0.48806787,0.5084819,0.51413435,0.49420732,0.47383
IMI,0.4918714,0.5219928,0.48442122,0.4987073,0.48027897,0.48441824,0.4793568,0.52396256,0.4879945,0.49755552,0.47299266,0.49100304
Lateral-involved MI,0.48992187,0.49410352,0.48640475,0.51819915,0.51531416,0.4835704,0.51126254,0.50188905,0.5107574,0.49619165,0.47902942,0.4827917
