split,label,internal_label,f1_score
val,NORM,Normal,0.9838709677419355
val,AMI,Anterior,1.0
val,IMI,Inferior,0.9900990099009901
val,Lateral-involved MI,Lateral,0.9962546816479401
test,NORM,Normal,0.8698884758364313
test,AMI,Anterior,0.7530864197530864
test,IMI,Inferior,0.8520408163265306
test,Lateral-involved MI,Lateral,0.8795811518324608
