,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.52453774,0.47615945,0.49881324,0.47847426,0.5099491,0.49481454,0.49611148,0.4875044,0.5260543,0.49616998,0.5287876,0.51573193
AMI,0.49078345,0.50556874,0.50231117,0.48734868,0.4923445,0.4983368,0.47654444,0.51910824,0.5114324,0.49439666,0.48900437,0.50020015
IMI,0.48712483,0.50729865,0.4936011,0.4849144,0.49208486,0.5028428,0.5060191,0.48066348,0.49097025,0.5045127,0.48576817,0.4800681
Lateral-involved MI,0.4939901,0.50357985,0.49699312,0.5214317,0.4916701,0.48235473,0.50532764,0.5103682,0.48620886,0.4954055,0.48297092,0.49787405
