split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.9982439982808375,0.9979587075205841,0.9981343283582089,1.0,0.9979591836734694
test,0.787845275380032,0.8089839278592562,0.7677742944312393,0.9645731350663168,0.8185404339250493
