split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.9982385879037341,0.9979596377431826,0.9983552631578947,1.0,0.9979591836734694
test,0.8791213912252825,0.8859998979986994,0.8813247434835154,0.9698654470162678,0.8875739644970414
