split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_NORM,sensitivity_NORM,specificity_NORM,auc_NORM,f1_AMI,sensitivity_AMI,specificity_AMI,auc_AMI,f1_IMI,sensitivity_IMI,specificity_IMI,auc_IMI,f1_Lateral-involved MI,sensitivity_Lateral-involved MI,specificity_Lateral-involved MI,auc_Lateral-involved MI,macro_auc,loss
val,0.8865086599817684,0.7188473642882408,0.737554793949823,0.8865086599817684,0.883503592243584,0.9434964347184657,0.9543374452845205,0.7782776349614395,0.9621858367338171,0.5573770491803278,0.4913294797687861,0.9849262347658756,0.9388593455119814,0.6217034154777346,0.6113945578231292,0.9651317984651318,0.9447057601819508,0.8276422764227642,0.8183279742765274,0.9833892617449664,0.9810384476359008,0.9566973475159124,0.3228959067999429
test,0.8824378752184816,0.7085908675195176,0.7356309266972947,0.8824378752184816,0.8788359429985457,0.9428952174127634,0.9586511441188278,0.7668231611893583,0.9546440896146315,0.5941422594142259,0.5130057803468208,0.9881286596615064,0.9434385390146749,0.628709872804361,0.6203187250996016,0.9627856182795699,0.942828517917577,0.7767763571578286,0.7423878205128205,0.9822852825119638,0.9730833711404455,0.9534986294218322,0.33879225426941295
