split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_NORM,sensitivity_NORM,specificity_NORM,auc_NORM,f1_AMI,sensitivity_AMI,specificity_AMI,auc_AMI,f1_IMI,sensitivity_IMI,specificity_IMI,auc_IMI,f1_Lateral-involved MI,sensitivity_Lateral-involved MI,specificity_Lateral-involved MI,auc_Lateral-involved MI,macro_auc,loss
val,0.6987179487179487,0.6736202652861449,0.6804101097085655,0.6987179487179487,0.6894486406108666,0.7593582887700535,0.922077922077922,0.8340425531914893,0.9353965183752417,0.6086956521739131,0.44680851063829785,0.9962264150943396,0.8608590927338418,0.7333333333333333,0.7623762376237624,0.8483412322274881,0.8853174416967763,0.620253164556962,0.5632183908045977,0.9022222222222223,0.7944827586206897,0.8690139528566374,1.3368543222164497
test,0.7061143984220908,0.6532910121571731,0.6580905575503194,0.7061143984220908,0.7042780544276374,0.8135593220338984,0.851063829787234,0.907103825136612,0.933437972328799,0.5652173913043478,0.4020618556701031,0.9951219512195122,0.7680915262760875,0.8179419525065963,0.842391304347826,0.8761609907120743,0.9338908332211603,0.43564356435643564,0.5176470588235295,0.8270142180094787,0.8009757457485365,0.8590990193936459,1.284689363173009
