split,macro_f1,micro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy,loss
val,0.988445432101476,0.9877800407331976,0.9877427347421629,0.9886716417910448,0.9991968390458899,0.9877800407331976,0.05908103258388834
test,0.8414013147604987,0.8619329388560157,0.8556217022683733,0.8462507271808273,0.982036395316279,0.8619329388560157,0.7517117870681326
