,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.49360514,0.48488536,0.5463929,0.46961665,0.47395536,0.5481356,0.4882499,0.51980263,0.46979928,0.50701046,0.53655535,0.52400655
AMI,0.46480185,0.46318763,0.49005908,0.4892951,0.48662257,0.46830365,0.5000308,0.46570903,0.48843253,0.47681326,0.5088622,0.52276766
IMI,0.54238045,0.5365364,0.45843577,0.492627,0.48855188,0.47368622,0.4606845,0.48025587,0.5238688,0.48856556,0.4854797,0.49408996
Lateral-involved MI,0.49250516,0.47865075,0.4611638,0.5320885,0.5309393,0.4627379,0.5295987,0.51374054,0.50916433,0.5164945,0.4564116,0.46083626
