split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.9982369316424373,0.9979586786771621,0.9981203007518797,0.9999647398666722,0.9979591836734694
test,0.9149891837449059,0.9232129881836865,0.9174896128378014,0.9662219251944686,0.9250493096646942
