,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.49542668,0.48413813,0.54886705,0.46859115,0.47254354,0.5503954,0.48896357,0.52055174,0.46741265,0.5068155,0.5391321,0.5245376
AMI,0.4649893,0.4615903,0.48901156,0.49109396,0.48690808,0.47150937,0.5007889,0.46502072,0.4885941,0.47766545,0.5099396,0.5213815
IMI,0.54249406,0.5380339,0.457599,0.49315095,0.48897696,0.47317627,0.46016124,0.4778605,0.5250283,0.48500097,0.4847615,0.49532217
Lateral-involved MI,0.48801312,0.47657087,0.46073338,0.53036004,0.53119916,0.46426463,0.5255614,0.5153563,0.51305825,0.5155606,0.4535914,0.46086583
